province_code,city_code,code,name
ZS,010,054,槐树林特场管委会
ZS,010,056,工业园区
ZS,010,125,新港经济开发管理处
ZS,015,017,新港经济开发管理处
ZS,017,017,槐树林特场管委会
ZS,017,019,工业园区
LN,001,001,香港岛
LN,002,001,新界
LN,003,001,澳门半岛
LN,004,017,保税区
LN,004,018,三溪科创小镇发展中心
LN,004,019,洪湾商贸物流中心
GD,001,164,黄龙带水库
GD,011,009,黄龙带水库
GD,026,011,深圳市宝安国际机场
GD,040,008,省三水劳教所
GD,040,009,省南丰劳教所
GD,040,010,省女子劳教所
GD,040,011,省第二戒毒劳教所
GD,041,005,高明监狱
GD,041,008,佛山监狱
GD,044,012,圭峰区
GD,044,013,银湖湾
GD,044,015,工业园区
GD,070,014,广东省济广监狱
GD,074,017,惠东县港口海龟湾自然保护区
GD,074,018,莲花山白盆珠省级自然保护区
GD,074,019,广东惠东古田省级自然保护区
GD,074,020,惠东县珠三角产业转移园
GD,074,021,巺寮滨海旅游度假区
GD,075,012,南昆山生态旅游区
GD,077,020,梅西水库
GD,086,023,星都经济开发试验区
GD,093,013,阳江林场罗琴分场
GD,094,012,阳江监狱
GD,094,013,阳江林场宝山分场
GD,094,014,阳江林场田畔分场
GD,094,017,阳江林场东岸分场
GD,095,009,阳江林场儒洞分场
GD,096,022,南山矿
GD,096,023,阳春监狱
GD,096,024,硫铁矿
GD,099,008,广东佛冈观音山省级自然保护区
GD,101,018,连山飞地经济区
GD,126,001,松山湖
GD,137,001,东莞港
GD,138,001,东莞生态园
GD,149,008,省三水劳教所
GD,149,009,省南丰劳教所
GD,149,010,省女子劳教所
GD,149,011,省第二戒毒劳教所
GD,163,011,开发区
GD,167,018,蓝城区工业园区管理处
GD,168,023,县苗圃场
GD,169,019,揭阳（惠来）沿海经济开发试验区
GD,173,011,七台河经济开发区管理委员会
GX,001,017,青秀山
GX,001,027,经济技术开发区
GX,001,043,高新技术开发区
GX,001,070,南宁华侨投资区
GX,003,011,青秀山
GX,004,010,经济技术开发区
GX,005,015,高新技术开发区
GX,008,014,南宁华侨投资区
GX,027,006,桂林华侨旅游经济区管理委员会
GX,053,014,小峰经济作物场
GX,075,013,德保铝业
GX,083,013,平果铝
GX,100,025,来华投资区
GX,107,012,中国东盟南宁空港扶绥经济区
GX,107,013,扶绥县木业家居产业集聚区
FJ,001,116,罗源湾
FJ,001,185,江镜华侨
FJ,001,186,东阁华侨
FJ,010,012,罗源湾
FJ,014,025,江镜华侨
FJ,014,026,东阁华侨
FJ,018,008,省天马种猪场
FJ,024,013,后海管理局
FJ,031,019,东风农场生活区
FJ,033,015,海西三明生态工贸区
FJ,046,001,金门县
FJ,050,011,芗城区奶牛场
FJ,053,023,南山华侨茶果场
FJ,054,019,诏安金都工业集中区
FJ,055,008,马洋溪生态旅游区
FJ,056,008,鹤岗市林业局生活区
FJ,059,010,福建土楼（华安）旅游区
FJ,060,017,良种场
FJ,085,024,湾坞工业集中区
HN,001,031,省岭脚热带作物场
HN,001,045,海口桂林洋经济开发区（农场）
HN,004,012,省岭脚热带作物场
HN,005,014,海口桂林洋经济开发区（农场）
HN,006,001,海棠区直辖村级区划
HN,007,001,吉阳区直辖村级区划
HN,008,001,天涯区直辖村级区划
HN,009,001,崖州区直辖村级区划
HN,010,001,永兴
HN,010,002,永乐
HN,010,003,七连屿
HN,011,001,永暑岛
HN,014,013,南丰县长红垦殖场
HN,028,005,县直辖村级区划
HN,038,010,枫树山总场
HN,039,012,国营尖峰岭林业公司
HN,040,012,国营吊罗山林业公司
HN,041,007,县直辖村级区划
HN,042,011,海南热带雨林国家公园管理局黎母山分局
YN,001,047,昆明滇池国家旅游度假区
YN,001,091,昆明阳宗海风景名胜区
YN,001,105,云南省嵩明职业教育基地
YN,005,011,昆明滇池国家旅游度假区
YN,010,010,昆明阳宗海风景名胜区
YN,012,007,云南省嵩明职业教育基地
YN,061,013,阳江林场罗琴分场
YN,067,013,临沧监狱
YN,104,017,西双版纳监狱
YN,115,010,淮海食品城
YN,115,011,户部山回龙窝历史文化街区
HU,016,019,攸县网岭循环经济园
HU,017,017,汉背管理处
HU,018,012,炎陵县桃源洞管理局
HU,033,024,衡州监狱
HU,043,021,七里山园艺场
HU,051,023,经济技术开发区通海路管理处
HU,051,024,金凤桥管理处
HU,051,025,木里港管理处
HU,054,015,东洞庭湖管理处
HU,058,016,营田公务中心
HU,067,022,秀坪园艺场
HU,067,027,夹山管理处
HU,078,005,南湾湖管理处
HU,079,013,南洞庭湿地保护与发展事务中心
HU,079,014,漉湖湿地保护与发展事务中心
HU,093,027,原种场
HU,095,014,阳明山国家森林公园管理局
HU,102,011,黄岩旅游度假区
JX,001,021,南昌航空城
JX,001,022,南昌县银三角管理委员会
JX,001,023,鲤鱼洲管理处
JX,001,024,江西省良种繁殖场
JX,002,009,贤士湖管理处
JX,002,010,扬农管理处
JX,004,007,江西青云谱新经济产业集聚区
JX,005,010,艾溪湖管理处
JX,006,025,恒湖垦殖场
JX,006,026,成新实业有限公司
JX,006,027,朱港实业有限公司
JX,006,029,洗药湖管理处
JX,006,030,江西桑海集团有限公司
JX,006,031,新祺周管理处
JX,006,032,白水湖管理处
JX,006,033,冠山管理处
JX,006,034,新丰管理处
JX,008,021,南昌航空城
JX,008,022,南昌县银三角管理委员会
JX,008,023,鲤鱼洲管理处
JX,008,024,江西省良种繁殖场
JX,009,012,国营万埠垦殖场
JX,010,022,江西进贤经济开发区管理委员会
JX,010,023,五里垦殖场
JX,012,010,枫树山总场
JX,013,011,高新技术开发区
JX,015,019,农业高新园
JX,016,013,五陂下垦殖场
JX,021,011,庐山林科所
JX,022,009,茅山头企业集团
JX,023,015,新洲垦殖场
JX,023,016,赛城湖水产场
JX,024,021,万福经济技术开发区管委会
JX,026,018,云山企业集团
JX,026,019,恒丰企业集团
JX,026,020,八角岭垦殖场
JX,028,026,都昌县良种场
JX,030,014,建筑材料厂
JX,030,015,水产养殖场
JX,030,017,上十岭综合垦殖场
JX,030,019,太泊湖水产养殖场
JX,033,012,沙湖山管理处
JX,037,016,余江区邓原农业示范园
JX,037,017,区生态林场总场
JX,037,018,水产良种场
JX,038,026,塔桥园艺场
JX,038,027,河潭埠垦殖场
JX,041,016,农业技术服务中心
JX,057,012,吉州区工业园小区
JX,058,011,东固垦殖场
JX,062,016,地质大队
JX,063,023,罗铺垦殖场
JX,064,022,小龙矿区管委会
JX,064,023,井冈山机场
JX,064,025,武山垦殖场
JX,064,026,综合垦殖场
JX,066,018,蔴源垦殖场
JX,069,017,井冈山自然保护区
JX,069,019,白石垦殖场
JX,070,033,宜春经济开发区管理委员会
JX,070,035,宜春市明月山温泉风景名胜区管理局
JX,070,036,宜春市宜阳新区管理委员会
JX,071,015,石溪办事处
JX,071,016,百丈山名胜风景区
JX,071,017,干洲垦殖场
JX,071,018,东风垦殖场
JX,071,019,农牧渔良种场
JX,074,017,石花尖垦殖场
JX,078,022,省双金园艺场
JX,079,024,高安市新世纪工业城管委会
JX,079,025,江西新茂实业公司
JX,079,026,相城垦殖场
JX,079,027,上游水库工程管理局
JX,079,028,江西省瑞州监狱
JX,080,035,荣山垦殖场
JX,080,036,七里岗垦殖场
JX,080,037,开发区管理委员会
JX,083,016,黎川县工业园区管理委员会
JX,083,017,德胜企业集团
JX,084,013,南丰县长红垦殖场
JX,087,013,黄柏岭垦殖场
JX,087,014,青年垦殖场
JX,088,015,江西金溪工业园区管理委员会
JX,090,012,翠雷山垦殖场
JX,092,024,铜拔山垦殖场
JX,095,018,铅山县青溪办事处
JX,095,019,铅山县国营森林苗圃
JX,096,010,红桥垦殖场
JX,096,013,新篁办事处
JX,098,022,渔池湖水产场
JX,098,023,县良种场
JX,098,025,康山垦总场
JX,098,026,禾斛岭垦殖场
JX,098,028,信丰垦殖场
JX,099,031,农科所
JX,099,032,饶州监狱
ZJ,001,071,萧山商业城
ZJ,001,074,萧山钱江世纪城
ZJ,006,024,萧山商业城
ZJ,006,027,萧山钱江世纪城
ZJ,017,012,保税区
ZJ,024,021,高新技术产业园区
ZJ,024,022,环杭州湾创新中心
ZJ,029,023,县特产场场区
ZJ,030,017,开发区
ZJ,033,020,乌岩岭自然保护区
ZJ,036,012,龙港飞地经济区
ZJ,076,011,滨海工业城
JS,003,013,夫子庙秦淮风光带
JS,003,015,新城发展服务
JS,003,016,新街口商务商贸街区
JS,006,012,珍珠泉旅游度假区
JS,006,015,高新技术开发区
JS,007,010,龙潭监狱
JS,007,012,南京龙潭物流园
JS,007,015,南京仙林大学城
JS,007,016,江苏生命科技创新园
JS,007,017,南大科学园
JS,007,019,南京金港科技创业中心
JS,007,020,仙林智谷
JS,008,009,中国（南京）软件谷
JS,009,015,麒麟科技创新园（生态科技城）
JS,010,015,金牛湖旅游管理办公室
JS,012,009,高淳县团结圩良种繁育场
JS,012,010,高淳县茶叶实验场
JS,012,011,高淳监狱
JS,013,009,锡山台湾农民创业园
JS,014,009,无锡惠山工业转型集聚区
JS,019,019,环科园
JS,019,021,阳羡旅游度假区
JS,021,010,淮海食品城
JS,021,011,户部山回龙窝历史文化街区
JS,022,012,工业园区管委会
JS,023,016,江苏淮海科技城
JS,027,019,经济开发区
JS,028,019,经济开发区
JS,028,021,马陵山风景名胜区
JS,034,017,西太湖生态休闲区
JS,034,018,太湖旅游度假区
JS,035,008,经济开发区
JS,035,009,茅山旅游度假区
JS,036,013,常州监狱
JS,036,014,溧阳监狱
JS,037,006,浒墅关经开区（镇）
JS,037,007,苏州高新技术创业服务中心
JS,037,008,科技城（东渚街道）
JS,038,015,江苏省太湖采石公司
JS,038,018,穹窿山风景区
JS,038,019,开发区
JS,038,020,国家苏州太湖旅游度假区
JS,039,012,阳澄湖生态休闲旅游度假区
JS,041,013,东方丝绸市场
JS,041,014,东太湖生态旅游度假区
JS,044,015,双山岛旅游度假区
JS,045,009,昆山旅游度假区
JS,046,007,经济开发区
JS,053,017,圆陀角旅游度假区
JS,054,016,如皋市蚕种场
JS,054,017,如皋市良种场
JS,054,018,如皋市种猪场
JS,054,019,如皋市农科所
JS,054,020,如皋市江滨医院
JS,054,021,如皋市中心沙水产养殖场
JS,055,010,南通市海门区畜禽良种场
JS,055,011,南通市海门区种羊场
JS,055,013,南通市海门区长江芦荡养殖场
JS,055,015,南通市海门区三厂苗圃
JS,055,016,南通市海门区农科所
JS,055,017,南通市海门区财政局芦荡管理所
JS,055,021,三星镇（叠石桥家纺产业园区）
JS,058,011,连云港碱厂
JS,060,016,农业技术服务中心
JS,062,017,灌云临港产业区
JS,064,018,经济开发区
JS,066,017,宁连路办
JS,069,015,淮化集团
JS,073,015,大纵湖旅游度假区
JS,073,016,台湾农民创业园
JS,076,018,滨海港经济区
JS,078,018,盐场
JS,078,019,射阳港经济区
JS,080,017,开发区
JS,080,018,沿海经济区
JS,080,020,西溪景区
JS,080,021,黄海森林公园
JS,085,010,原种场
JS,085,011,蚕种场
JS,085,012,园艺试验场
JS,085,013,水产试验场
JS,085,016,开发区
JS,085,017,枣林湾旅游度假区
JS,086,012,城南经济新区（车逻镇）
JS,086,013,经济开发区（马棚街道）
JS,090,010,荣炳盐资源区
JS,093,006,经济开发区
JS,094,011,茅山风景区
JS,095,014,火车站街区
JS,097,014,溱湖风景区
JS,097,015,林场
JS,097,016,种猪场
JS,097,017,林业站
JS,097,018,渔业社
JS,099,027,开发区
JS,099,028,良种场
JS,100,010,城南
JS,100,011,新港城
JS,101,018,市农科所
JS,101,020,农产品加工园
SD,001,137,棋山国家森林公园
SD,001,138,南部新城建设服务中心
SD,011,006,棋山国家森林公园
SD,011,007,南部新城建设服务中心
SD,018,023,灵山岛省级自然保护区
SD,022,016,通济新经济区
SD,022,017,田横岛省级旅游度假区
SD,024,014,大沽河省级生态旅游度假区
SD,044,008,开发区类似乡级单位
SD,044,009,红光类似乡级单位
SD,044,010,垦东类似乡级单位
SD,044,011,东营市现代畜牧业示范区类似乡级单位
SD,059,010,龙潭监狱
SD,059,012,南京龙潭物流园
SD,059,015,南京仙林大学城
SD,059,016,江苏生命科技创新园
SD,059,017,南大科学园
SD,059,019,南京金港科技创业中心
SD,059,020,仙林智谷
SD,060,015,外向型工业加工区
SD,060,017,旅游度假区
SD,068,013,王母宫经济发展区
SD,069,014,诸城经济开发区管理委员会
SD,070,015,双王城生态经济园区管委会
SD,076,018,济东物业服务中心
SD,081,016,嘉祥经济开发区管理委员会
SD,096,016,开发区办事处
SD,129,024,香江光彩大市场服务中心
SX,024,008,开发区
SX,027,018,长治市老顶山旅游开发管理中心
SX,027,019,长治经济技术开发区潞州区部分
SX,028,011,振兴乡村生态文化旅游区
SX,028,013,长治市经济技术开发区上党区部分
SX,029,011,长治市屯留区西流寨综合服务中心
SX,029,012,长治市屯留区康庄综合服务中心
SX,029,013,长治市屯留区上莲综合服务中心
SX,032,013,平顺生态文化旅游示范区
SX,052,020,榆次区使赵乡社会事务服务中心
SX,053,009,白塔区
SX,053,010,北城区
SX,053,011,南城区
SX,054,008,城区
SX,055,009,城区
SX,056,009,城区
SX,057,011,城区
SX,059,009,城区
SX,061,011,灵石县城区社会事务服务中心
SX,070,012,垣曲县社区服务中心
SX,074,011,永济监狱
SX,074,012,山西省永济虞乡强制隔离戒毒所
SX,074,013,山西省永济董村强制隔离戒毒所
SX,075,010,山西铝厂
SX,077,009,定襄县居民办事处
SX,079,010,代县党群服务中心
SX,081,014,宁武县居民办事处
SX,082,013,静乐县居民办事处
SX,085,011,岢岚县居民办事处
HE,001,177,伏羲山风景区
HE,001,178,郑州曲梁产业集聚区
HE,001,192,具茨山国家级森林公园
HE,011,018,伏羲山风景区
HE,011,019,郑州曲梁产业集聚区
HE,012,014,具茨山国家级森林公园
HE,019,022,工业园区
HE,022,017,仪封园艺场
HE,022,022,固阳农科所
HE,031,015,重渡沟生态旅游示范区
HE,048,014,步行街综合治理办公室
HE,048,015,北大街综合治理办公室
HE,063,013,天台山管理处
HE,068,012,原种场
HE,068,013,园艺场
HE,068,014,农场
HE,068,015,西工区
HE,070,016,新乡市食品工业聚集区
HE,070,017,新乡市纺织工业聚集区
HE,072,014,卫辉市高效农业服务中心
HE,072,016,苗圃场
HE,072,017,农科所
HE,079,009,小营工贸区
HE,091,015,东城区
HE,107,016,灵宝市园艺场
HE,107,017,涧东区
HE,107,018,涧西区
HE,109,019,龙王沟风景区
HE,110,017,河南红阳机械厂
HE,110,018,河南向东机械厂
HE,110,019,河南红宇机械厂
HE,110,020,国营东风机械厂
HE,110,021,国营长江机械厂
HE,120,028,南阳市黄牛良种繁育场
HE,131,026,城阳城址保护区
HE,131,029,农村改革发展综合试验核心区
HE,135,020,汤泉池管理处
HE,156,023,工业园区
HE,158,017,嵖岈山风景区
HE,158,018,凤鸣谷风景区
HB,049,020,华北石油管理局
HB,066,016,涞水县城区社区管理办公室
HB,071,009,容东片区
HB,071,010,容西片区
HB,080,013,昝岗片区
HB,091,011,城关街道筹备处
HB,102,003,黄山管理处
HB,102,004,石门管理处
HB,102,005,乌兰管理处
HB,102,006,金沙管理处
HB,102,007,白塔管理处
HB,127,020,华北石油管理局
HB,142,011,社区建设办公室
HB,147,010,社区建设办公室
HB,152,018,深州监狱
HB,152,020,经济开发区
HI,001,017,百步亭花园
HI,001,032,武汉中央商务区管理委员会
HI,001,069,东湖风景区街道（武昌）
HI,001,080,武钢集团
HI,001,081,开发区
HI,001,098,东湖风景区街道（洪山）
HI,001,099,吴家山街
HI,001,111,产业管理处
HI,001,112,保税物流管理处
HI,001,113,海峡两岸科技产业管理处
HI,001,114,食品工业管理处
HI,001,115,临空经济管理处
HI,001,116,农科所管理处
HI,001,117,现代服务业管理处
HI,001,134,桐湖
HI,001,135,侏儒山街道洪北片区
HI,001,136,中法武汉生态示范城
HI,001,137,侏儒山街道成功片区
HI,001,157,江夏梁子湖风景区
HI,001,175,木兰山风景区管理处
HI,001,176,大潭办事处
HI,001,178,汉口北商贸物流枢纽区管委会
HI,001,192,道观河风景旅游管理处
HI,002,017,百步亭花园
HI,003,015,武汉中央商务区管理委员会
HI,006,015,东湖风景区街道（武昌）
HI,008,017,东湖风景区街道（洪山）
HI,009,001,吴家山街
HI,009,013,产业管理处
HI,009,014,保税物流管理处
HI,009,015,海峡两岸科技产业管理处
HI,009,016,食品工业管理处
HI,009,017,临空经济管理处
HI,009,018,农科所管理处
HI,009,019,现代服务业管理处
HI,011,013,桐湖
HI,011,014,侏儒山街道洪北片区
HI,011,015,中法武汉生态示范城
HI,011,016,侏儒山街道成功片区
HI,012,019,江夏梁子湖风景区
HI,013,017,木兰山风景区管理处
HI,013,018,大潭办事处
HI,013,020,汉口北商贸物流枢纽区管委会
HI,014,014,道观河风景旅游管理处
HI,016,007,西塞山工业园区管委会
HI,017,005,长乐山工业园管理委员会
HI,020,018,四顾闸管理处
HI,025,013,三峡坝区
HI,025,014,东城城乡统筹发展试验区
HI,031,011,松宜矿区管理委员会
HI,036,016,经济开发区
HI,036,020,高新区高新技术创业服务中心
HI,037,019,鹿门风景名胜区
HI,040,012,湖北保康经济开发区管理委员会
HI,043,012,襄南监狱
HI,043,013,劳教所
HI,046,015,临空经济区
HI,049,014,湖北沙洋经济开发区管理委员会
HI,049,015,沙洋新港区管理委员会
HI,049,016,沙洋滨江新区管理委员会
HI,049,017,沙洋监狱管理局
HI,050,028,温峡水库
HI,050,029,石门水库
HI,050,030,黄坡水库
HI,051,016,太子山
HI,051,017,罗汉寺办事处
HI,051,018,长滩办事处
HI,051,019,何集办事处
HI,051,020,易家岭办事处
HI,052,016,经济开发区
HI,052,017,朱湖办事处
HI,052,018,东山头办事处
HI,052,019,孝感开发区丹阳办事处
HI,052,020,孝感开发区孝天办事处
HI,052,021,孝感开发区槐荫办事处
HI,053,013,开发区
HI,053,014,观音湖生态文化旅游渡假区
HI,053,015,双峰山旅游渡假区
HI,054,018,高铁试验区
HI,054,019,悟峰山度假区
HI,056,016,经济技术开发区
HI,056,017,南垸良种场
HI,057,016,开发区
HI,058,026,汈汊湖养殖场
HI,063,009,江北监狱
HI,069,013,天台山管理处
HI,072,014,策湖国家湿地公园管理处
HI,072,015,三角山旅游度假区管理委员会
HI,072,016,经济开发区
HI,073,015,八里湖办事处
HI,073,016,蕲春经济开发区管委会
HI,073,017,李时珍医药工业园区管委会
HI,073,018,蕲春赤龙湖国家湿地公园管理处
HI,073,019,蕲春县仙人台茶厂
HI,075,001,严家闸办事处
HI,075,002,芦柴湖办事处
HI,075,003,洋湖办事处
HI,075,004,沙湖办事处
HI,075,005,春港办事处
HI,075,006,塞湖办事处
HI,076,020,宋埠良种场
HI,076,021,麻城明山水库
HI,076,022,麻城三河水库
HI,076,026,龟峰山风景区管理处
HI,076,027,浮桥河国家湿地公园管理处
HI,078,014,向阳湖奶牛良种场
HI,078,015,咸安商贸物流区
HI,080,013,锡山森林公园管理处
HI,082,013,九宫山自然保护管理局
HI,082,014,开发区
HI,086,019,三潭风景区
HI,086,020,经济开发区
HI,087,019,恩施大峡谷风景管理处
HI,092,011,大路坝区
HI,095,024,畜禽良种场
HI,095,025,排湖风景区
HI,097,028,沉湖管委会
SI,025,009,陕西省太白山旅游区
SI,025,010,红河谷森林公园
SI,029,010,马头滩林业局
SI,029,011,辛家山林业场
SI,055,007,国营陕西华山企业公司
SI,081,019,二龙山水库
SI,081,020,南秦水库
SI,081,024,荆河农业示范园
SI,081,026,商洛职业技术学院
SI,081,027,氟化硅产业业园
SI,086,016,黑窑沟林厂
SI,086,017,木王林厂
SI,086,018,镇安县苗圃
SC,025,024,大安经济开发区（省级）
SC,025,027,五间房水库
SC,025,029,东风马场
SC,025,030,良种繁育场
SC,025,031,大安马场
SC,025,032,安广猪场
SC,025,033,红旗饲养场
SC,048,015,四川省新华劳动教育管理所
SC,059,021,唐家河国家级自然保护区
SC,061,032,苍溪九龙山自然保护区管理处
