province_code,city_code,code,name
SC,061,033,苍溪县三溪口森林经营所
SC,061,034,苍溪县良种场
SC,132,023,四川大堰劳动教养管理所
SC,139,018,松潘林业局
SC,140,014,九寨沟风景名胜管理局
GS,001,027,甘肃农垦集团
GS,001,028,甘肃监狱企业集团公司
GS,011,273,中关村国家自主创新示范区大兴生物医药产业基地
GS,011,275,大兴国际机场
GS,011,331,中关村科技园区密云园
GS,030,021,平凉崆峒山大景区管理委员会
GS,067,016,红光垦殖场
GS,067,017,红亮垦殖场
GS,074,009,河曲马场
GS,074,011,高原生物研究所
BP,012,024,中关村国家自主创新示范区大兴生物医药产业基地
BP,012,026,大兴国际机场
BP,015,021,中关村科技园区密云园
HA,008,012,天津经济技术开发区西区
HA,008,013,天津航空物流区
HA,008,014,天津空港经济区
HA,008,016,综合保税区
HA,008,018,天津市东丽区临空经济区
HA,008,019,华明高新技术产业区服务中心
HA,009,013,天津经济技术开发区微电子小区
HA,010,013,津南开发区东区
HA,010,014,津南开发区西区
HA,011,018,科技园区北区
HA,011,019,科技园区南区
HA,012,036,天津京津科技谷
HA,012,037,京津高村科技创新园
HA,013,026,京津中关村科技城
HA,014,022,天津经济技术开发区（其他片区）
HA,014,026,中新天津生态城
HA,015,018,天津未来科技城天津经济技术开发区片区
HA,015,019,天津未来科技城滨海高新区片区
HA,015,020,天津未来科技城宁河片区现代产业区组团
HA,015,021,天津未来科技城宁河片区潘庄工业区组团
HA,015,022,天津未来科技城宁河片区北淮淀组团
HA,024,014,八里滩养殖场
HA,024,015,十里海养殖场
HA,024,016,唐山国际旅游岛
HA,026,016,乐亭县城区工业聚集区
HA,039,002,大蒲河管理处
HA,039,003,团林管理处
HA,039,004,留守营管理处
SJ,012,040,中国（上海）自由贸易试验区（保税片区）
SJ,014,019,佘山度假区
SJ,016,012,海湾旅游区
LJ,001,203,依兰县林业局
LJ,001,214,方正林业局
LJ,001,251,兴隆林业局
LJ,001,252,工业园区
LJ,001,261,兴隆林业局办事处
LJ,001,270,清河林业局
LJ,001,271,兴隆林业局办事处
LJ,001,282,太平川
LJ,001,301,苇河林业局
LJ,001,302,亚布力林业局
LJ,001,303,哈尔滨市政府亚布力滑雪旅游度假区管理委员会
LJ,001,328,山河屯林业局
LJ,011,010,依兰县林业局
LJ,012,009,方正林业局
LJ,014,019,兴隆林业局
LJ,014,020,工业园区
LJ,015,009,兴隆林业局办事处
LJ,016,009,清河林业局
LJ,016,010,兴隆林业局办事处
LJ,017,010,太平川
LJ,018,018,苇河林业局
LJ,018,019,亚布力林业局
LJ,018,020,哈尔滨市政府亚布力滑雪旅游度假区管理委员会
LJ,019,025,山河屯林业局
LJ,020,008,齐齐哈尔局直
LJ,029,011,葡萄场
LJ,029,012,果树场
LJ,029,013,泰来县一苗圃
LJ,029,014,泰来县二苗圃
LJ,029,016,六三监狱
LJ,029,017,第一良种场
LJ,029,018,第二良种场
LJ,032,019,克山县第一良种场
LJ,032,020,克山县第二良种场
LJ,032,021,克山县种猪场
LJ,033,011,红旗奶山羊场
LJ,033,012,第一良种场
LJ,033,013,第二良种繁殖场
LJ,033,014,果树繁殖场
LJ,033,015,种猪场
LJ,033,016,黑龙江省社会救助安置中心
LJ,035,024,一良苗圃
LJ,035,026,六合镇黎明奶牛场
LJ,035,027,孔国乡进化种猪场
LJ,035,030,第一良种场
LJ,035,031,第二良种场
LJ,035,032,第三良种场
LJ,035,033,第四良种场
LJ,040,008,鹤岗市林业局生活区
LJ,042,009,萝北县林业局
LJ,042,010,鹤北林业局
LJ,042,011,宝泉岭管理局局直
LJ,042,018,萝北县农业局
LJ,043,012,忠仁镇良种场
LJ,046,013,经济开发区
LJ,049,013,乐园良种场
LJ,050,017,种畜场
LJ,050,018,新立良种繁育场
LJ,050,019,立陡山良种场
LJ,050,020,果树示范场
LJ,050,021,经济作物示范场
LJ,050,022,茂兴湖水产养殖场
LJ,051,011,国营苇场
LJ,052,013,大山种羊场
LJ,063,009,铁力林业局
LJ,063,010,双丰林业局
LJ,063,011,桃山林业局
LJ,064,029,大新屯储木场
LJ,064,035,奶牛场
LJ,064,036,种畜场
LJ,064,037,第二良种场
LJ,064,038,第一良种场
LJ,065,014,良种场
LJ,065,015,种畜场
LJ,066,020,良种场
LJ,066,021,种畜场
LJ,067,016,通北林业局
LJ,067,017,北安管理局局直
LJ,068,022,沾河林业局
LJ,068,023,莲花管理委员会
LJ,068,024,二龙山蚕种场
LJ,068,026,第二良种场
LJ,068,027,花园劳教所
LJ,068,028,永丰监狱
LJ,068,029,华山监狱
LJ,068,030,凤凰山监狱
LJ,069,015,多宝山铜矿
LJ,069,016,九三管理局局直
LJ,069,026,马铃薯原种繁殖场
LJ,070,033,绥化局直
LJ,071,021,种畜场
LJ,071,022,第一良种场
LJ,071,023,第二良种场
LJ,072,020,原种示范服务中心
LJ,072,021,畜牧技术推广服务中心
LJ,073,021,青冈县互利营林站
LJ,073,022,青冈县果树场
LJ,073,023,青冈县种马场
LJ,073,024,青冈县种羊场
LJ,074,019,国有林场管理局
LJ,074,020,庆柳社区管理委员会
LJ,075,018,县联社马场
LJ,075,021,国营第一良种
LJ,075,022,国营第二良种
LJ,075,023,国营第三良种
LJ,076,020,黑龙江省绥棱林业局有限公司
LJ,076,021,黑龙江北大荒农垦集团绥棱农场有限公司
LJ,076,022,种马场
LJ,076,023,良种场
LJ,076,024,绥棱县猪场
LJ,077,020,原种场
LJ,077,021,红旗泡水库管理所
LJ,077,022,东湖水库管理站
LJ,078,027,涝洲鱼种场
LJ,079,024,海伦市森林资源保护中心
LJ,079,028,海伦市董家农作物种植场
JL,001,226,省原种繁殖场
JL,001,227,四平农科院
JL,001,228,公主岭市种猪场
JL,001,229,十屋种牛场
JL,022,011,玉佛山风景区
JL,025,031,省原种繁殖场
JL,025,032,四平农科院
JL,025,033,公主岭市种猪场
JL,025,034,十屋种牛场
JL,033,019,东宝新村
JL,044,025,松原市善友国有林保护中心
JL,044,026,松原市宁江区八家子国有林保护中心
JL,044,027,良种繁育场
JL,044,028,松原市哈达山国有林保护中心
JL,045,032,前郭尔罗斯蒙古族自治县国有林总场
JL,045,036,长山余热鱼苗繁殖场
JL,045,038,哈拉毛都良种场
JL,046,026,长岭种马场
JL,046,027,长岭环城工业集中区
JL,046,032,良种繁育场
JL,047,017,乾安鹿场
JL,047,018,来字良种繁育基地
JL,049,023,拉林灌区管理局
JL,049,024,下岱吉灌区管理局
JL,050,022,镇南种羊场
JL,051,016,良种繁育场
JL,051,017,九龙山马场
JL,052,021,三家子种牛场
JL,052,022,新华牛场
JL,054,025,市原种场
JL,055,024,大安经济开发区（省级）
JL,055,027,五间房水库
JL,055,029,东风马场
JL,055,030,良种繁育场
JL,055,031,大安马场
JL,055,032,安广猪场
JL,055,033,红旗饲养场
JL,056,011,延吉市林业局
JL,056,014,延边新兴工业集中区
JL,058,021,长白山森工集团敦化林业有限公司
JL,058,022,长白山森工集团黄泥河林业有限公司
JL,058,023,长白山森工集团大石头林业有限公司
JL,058,024,敦化市林业局
JL,058,025,敖东鹿场
JL,059,015,珲春林业局
JL,060,011,龙井市林业局
JL,061,012,和龙林业局
JL,061,013,八家子林业局
JL,061,014,和龙市林业局
JL,062,013,汪清林业局
JL,062,014,天桥岭林业局
JL,062,015,大兴沟林业局
JL,063,014,白河林业局
JL,063,015,安图林业有限公司
JL,063,016,安图县林业局
LI,001,107,监狱城
LI,010,011,监狱城
LI,019,011,大连奶牛场
LI,019,012,龙头分园
LI,025,011,玉佛山风景区
LI,053,007,锦州北山农工商总公司
LI,058,019,辽宁省北镇市高山子监狱
LI,060,006,辽宁自贸区营口片区
LI,060,007,辽宁（营口）沿海产业基地
LI,064,018,大石桥市水稻良种场
LI,064,019,大石桥市示范场
LI,097,018,连山飞地经济区
LI,098,012,龙港飞地经济区
LI,099,014,乌金塘水库
LI,099,015,南票飞地经济区
LI,100,028,绥中飞地经济区
LI,101,029,建昌飞地经济区
LI,102,025,兴城飞地经济区
LI,102,026,兴城滨海经济区
NX,001,049,南梁台子
NX,006,007,南梁台子
NX,021,012,中卫山羊选育场
NX,023,018,种羊场
NX,023,019,南华山自然保护区管理处
NX,023,020,老城管理办公室
QH,015,013,门源监狱
QH,015,014,门源种马场
QH,023,012,海南州绿色产业发展园区管理区委员会
QH,023,015,铁卜加草改站
AH,001,024,庐阳工业区（林店街道）
AH,001,084,肥东经济开发区管理委员会
AH,001,085,合肥循环经济示范园
AH,001,099,紫蓬山管委会
AH,001,122,台创园管委会
AH,001,123,庐江化工园
AH,001,124,天乐社区服务中心
AH,001,125,兴园社区服务中心
AH,001,126,蜀麓社区服务中心
AH,001,127,长宁社区服务中心
AH,001,128,小庙托管区
AH,001,129,城西桥社区服务中心
AH,001,132,合淮合作区
AH,001,141,瑶海社区服务中心
AH,001,142,站北社区服务中心
AH,003,011,庐阳工业区（林店街道）
AH,007,019,肥东经济开发区管理委员会
AH,007,020,合肥循环经济示范园
AH,008,014,紫蓬山管委会
AH,009,023,台创园管委会
AH,009,024,庐江化工园
AH,016,010,安徽省江北产业集中区
AH,018,020,安徽省江北产业集中区
AH,023,010,湖滨社区行政事务管理中心
AH,023,011,淮河社区行政事务管理中心
AH,041,013,当涂大青山李白文化旅游区
AH,043,011,安徽精细化工产业有机合成基地
AH,043,012,安徽和县台湾农民创业园
AH,045,010,安徽淮北相山经济开发区管理委员会
AH,050,008,开发区
AH,056,016,经济开发区
AH,057,024,九成监狱管理分局
AH,057,025,华阳河农场总场
AH,061,018,旅游度假区
AH,063,015,黄山风景区
AH,064,005,徽州区直辖村级区划
AH,070,013,滁州高教科创城管委会
AH,074,018,安徽凤阳经济开发区管理委员会
AH,087,014,经济开发区
AH,087,015,薛楼板材加工园
AH,090,019,泗县开发区管委会（泗县当涂现代产业园）
AH,096,032,水产局管辖村
AH,099,017,经济开发区
AH,102,018,安徽蒙城经济开发区管理委员会
AH,104,023,平天湖风景区
AH,104,024,皖江江南新兴产业集中区
AH,104,026,池州市杏花村文化旅游区
AH,109,015,上海市白茅岭监狱
AH,114,019,经济技术开发区
TW,005,022,松城街道筹备处
TW,006,024,大安经济开发区（省级）
TW,006,027,五间房水库
TW,006,029,东风马场
TW,006,030,良种繁育场
TW,006,031,大安马场
TW,006,032,安广猪场
TW,006,033,红旗饲养场
TW,015,011,七台河经济开发区管理委员会
TW,058,019,辽宁省北镇市高山子监狱
TW,059,010,社区建设办公室
TW,082,008,鹤岗市林业局生活区
TW,090,023,兵团第十二师养禽场
TW,097,019,辽宁省北镇市高山子监狱
TW,116,011,龙井市林业局
TW,121,024,大安经济开发区（省级）
TW,121,027,五间房水库
TW,121,029,东风马场
TW,121,030,良种繁育场
TW,121,031,大安马场
TW,121,032,安广猪场
TW,121,033,红旗饲养场
TW,151,019,辽宁省北镇市高山子监狱
TW,178,012,林口林业局
TW,184,022,秀坪园艺场
TW,184,027,夹山管理处
TW,328,018,长治市老顶山旅游开发管理中心
TW,328,019,长治经济技术开发区潞州区部分
TW,328,030,振兴乡村生态文化旅游区
TW,328,032,长治市经济技术开发区上党区部分
TW,328,043,长治市屯留区西流寨综合服务中心
TW,328,044,长治市屯留区康庄综合服务中心
TW,328,045,长治市屯留区上莲综合服务中心
TW,328,078,平顺生态文化旅游示范区
TW,333,011,开发区
XZ,001,067,拉萨市经济技术开发区管委会
XJ,002,017,二道桥片区
XJ,002,018,黑甲山片区
XJ,002,019,大湾片区
XJ,002,020,赛马场片区
XJ,002,021,南湾街片区
XJ,002,022,大巴扎片区
XJ,003,019,兵团农十二师一零四团
XJ,004,023,兵团第十二师养禽场
XJ,006,015,区直辖村级区划
XJ,007,008,柴窝堡管委会
XJ,008,016,兵团梧桐镇分部
XJ,009,014,原种场
XJ,009,015,兵团二二一团
XJ,010,012,园艺场
XJ,012,025,现代农业园区管理委员会
XJ,012,027,东郊开发区管理委员会
XJ,012,028,兵团红星二场
XJ,012,029,兵团红星四场
XJ,014,008,伊吾县工业加工区
XJ,014,009,伊吾县山南开发区管委会
XJ,015,017,新疆昌吉国家农业科技园区管理委员会
XJ,015,018,昌吉市北部荒漠生态保护管理站
XJ,015,020,兵团蔡家湖镇分部
XJ,017,008,国有林管理中心
XJ,017,009,呼图壁种牛场
XJ,017,010,兵团一零五团
XJ,017,011,兵团一零六团
XJ,017,012,兵团芳草湖总场
XJ,018,014,新疆农业科学院玛纳斯县试验站
XJ,018,016,兵团一四七团
XJ,018,017,兵团一四八团
XJ,018,018,兵团一四九团
XJ,018,019,兵团一五零团
XJ,022,020,迎宾街道片区
XJ,022,021,丝路街道片区
XJ,022,022,希望街道片区
XJ,022,023,永安街道片区
XJ,022,024,友好街道片区
XJ,022,025,楼兰街道片区
XJ,022,026,康都街道片区
XJ,024,009,兵团三十一团
XJ,024,010,兵团三十三团
XJ,024,011,兵团三十四团
XJ,027,010,苏海良种场
XJ,028,013,兵团二十一团
XJ,029,009,和硕县马兰公安管区
XJ,030,008,兵团二十五团
XJ,031,018,兵团一八一团
XJ,034,008,福海监狱
XJ,034,009,兵团一八二团
XJ,034,010,兵团一八三团分部
XJ,034,011,兵团一八八团分部
XJ,035,008,兵团一八五团
XJ,037,008,兵团一八六团
XJ,038,008,兵团一五二团
XJ,047,003,兵团一二五团
XJ,047,004,兵团一二八团
XJ,047,005,兵团一二九团
AL,003,001,街道
AL,006,016,于田监狱
AL,006,017,工业园区
CL,002,015,纺织工业城
CL,002,016,经济技术开发区
CL,003,020,城南片区管委会
CL,003,021,五眼泉片区管委会
CL,005,012,沙雅县塔河管理委员会
CL,006,009,央塔库都片区管委会
CL,006,010,新和县轻工业园区生活区
CL,006,011,新和县物流园区生活区
CL,006,012,新和县新材料园区生活区
CL,009,010,阿克苏监狱
CL,012,015,原种场
CL,012,017,苗圃
CL,015,011,县种畜场
CL,015,012,县园艺场
CL,015,014,县良种场
CL,015,015,疏附广州工业城
CL,016,016,高新技术产业孵化园区管委会
CL,018,014,泽普县良种场
CL,019,035,喀什监狱
CL,019,036,莎车县良种繁育场
CL,019,037,莎车县第一林场（国营苗圃）
CL,019,039,莎车县园艺场
CL,019,040,莎车县蚕种场
CL,019,041,莎车县鱼苗场
CL,019,042,农科院莎车农业试验站
CL,019,043,工业园区管委会
CL,019,044,英阿瓦提管理委员会
CL,019,045,永安管理委员会
CL,020,023,良种场
CL,020,024,林场
CL,021,012,园艺场
TS,001,012,兵团八十六团分部
TS,003,009,兵团八十三团
TS,003,010,兵团九十一团
TS,004,009,兵团八十七团
TS,004,010,兵团八十八团
TS,006,008,兵团一三一团
TS,007,006,兵团六十一团
TS,007,007,兵团六十二团
TS,009,010,良种繁育中心
TS,009,011,兵团六十六团分部
TS,010,009,牛场
TS,010,010,林场
TS,010,011,兵团七十三团
TS,011,012,种羊场
TS,011,014,兵团七十一团
TS,011,015,兵团七十二团
TS,012,011,兵团七十四团
TS,012,012,兵团七十五团
TS,012,013,兵团七十六团
TS,012,014,兵团七十七团
TS,013,010,兵团七十八团
TS,014,012,种蜂场
TS,014,013,兵团七十九团
TS,015,011,兵团第九师一六二团
TS,016,026,乌苏监狱
TS,016,027,兵团一二三团生活区
TS,016,028,兵团一二四团生活区
TS,016,029,兵团一二五团分部生活区
TS,016,030,兵团一二六团生活区
TS,016,031,兵团一二七团生活区
TS,016,032,兵团一二八团分部生活区
TS,016,033,兵团一三零团分部生活区
TS,017,014,阔什比克良种场
TS,017,019,兵团农九师一六六团
TS,017,020,兵团农九师一六七团
TS,017,021,兵团农九师一六八团
TS,019,012,兵团农九师一七零团
TS,020,007,兵团农九师一六一团
TS,023,009,兵团一二九团分部
TS,023,010,兵团一三六团
HX,001,033,甘肃省绵羊育种场
HX,001,056,小泉子治沙站
HX,001,057,园艺场
HX,001,058,良种繁殖场
HX,001,078,中牧公司山丹马场
HX,004,047,九墩滩生态建设指挥部
HX,004,048,邓马营湖生态建设指挥部
HX,007,020,天祝建材厂
HX,007,021,天祝煤电公司
HX,009,009,甘肃省绵羊育种场
HX,011,011,小泉子治沙站
HX,011,012,园艺场
HX,011,013,良种繁殖场
HX,013,010,中牧公司山丹马场
HX,014,024,十号基地
HX,015,010,工业集中区
HX,020,010,青海石油管理局生活基地
KL,001,010,察尔汗工行委
KL,001,011,格尔木农垦有限公司
HT,001,031,包钢厂区办事处
HT,005,016,包钢厂区办事处
HT,026,011,金浩区域服务中心
HT,026,012,汇金区域服务中心
HT,026,013,金海区域服务中心
HT,027,007,黄河湿地管护中心
HT,042,021,巴彦淖尔市狼山农场农牧业发展有限公司
HT,042,022,巴彦淖尔市临农农牧业发展有限公司
HT,043,010,巴彦淖尔农垦建沣农场有限公司
HT,043,011,五原县隆兴昌镇荣丰办事处
HT,044,006,磴口县农垦乌兰布和农场有限责任公司
HT,044,007,磴口县农垦巴彦套海农场有限责任公司
HT,044,008,磴口县农垦哈腾套海农场有限责任公司
HT,044,009,磴口县农垦包尔盖农场有限责任公司
HT,044,010,磴口县农垦纳林套海农场有限责任公司
HT,044,011,中国林业科学研究院沙漠林业实验中心
HT,045,012,巴彦淖尔市中滩农场有限公司
HT,045,013,巴彦淖尔市西山嘴农场有限公司
HT,045,014,巴彦淖尔市新安农场有限公司
HT,045,015,巴彦淖尔市苏独隆农场有限公司
HT,045,016,巴彦淖尔市大佘太牧场有限公司
HT,046,011,巴彦淖尔市牧洋海牧场有限公司
HT,046,012,巴彦淖尔市同和太种畜繁育中心
RH,001,049,松城街道筹备处
RH,001,150,马鞍山羊场
RH,002,002,二连浩特市社区建设管理局
RH,002,003,二连边境经济技术合作区
RH,005,009,恩格尔河灌区
RH,007,010,宝格达乌拉总场
RH,009,008,万寿滩良种场
RH,022,011,马鞍山羊场
RH,025,024,通辽市高林屯种畜繁育中心
RH,025,025,胡力海原种繁殖场
RH,025,026,莫力庙种羊场
RH,026,006,霍林郭勒市军马场生态保护区
RH,028,019,原种繁育中心
RH,028,020,大青沟国家级自然保护区管理局
RH,028,021,科尔沁左翼后旗畜牧水产技术服务中心
RH,032,019,通辽市嘎达苏种畜繁育中心
XA,001,028,阿荣旗林业和草原局
XA,001,095,满洲里市互市贸易区
XA,001,096,满洲里市经济合作区
XA,001,146,呼伦贝尔农垦拉布大林农牧场有限公司
XA,001,147,呼伦贝尔农垦三河农牧场有限公司
XA,001,148,呼伦贝尔农垦上库力农牧场有限公司
XA,001,149,呼伦贝尔农垦苏沁农牧场有限公司
XA,003,013,阿荣旗林业和草原局
XA,010,007,满洲里市互市贸易区
XA,010,008,满洲里市经济合作区
XA,013,010,呼伦贝尔农垦拉布大林农牧场有限公司
XA,013,011,呼伦贝尔农垦三河农牧场有限公司
XA,013,012,呼伦贝尔农垦上库力农牧场有限公司
XA,013,013,呼伦贝尔农垦苏沁农牧场有限公司
XA,015,015,呼和马场
XA,017,015,跃进马场
XA,017,019,绿水种畜繁育中心
XA,019,014,内蒙古自治区图牧吉强制隔离戒毒所
XA,019,015,内蒙古自治区监狱管理局东部分局
XA,019,016,种畜场
HJ,001,018,林草局
HJ,001,019,青年水库
HJ,001,020,煤管局
HJ,001,021,经济开发区管理委员会
HJ,001,022,水产养殖有限公司
HJ,001,023,种畜场
HJ,001,024,水田良种场
HJ,001,025,市良种场
HJ,001,026,校办企业公司
HJ,001,027,蜂蜜山粮库有限公司
HJ,008,012,林业局
HJ,009,012,东方红林业局
HJ,009,013,迎春林业局
HJ,014,016,黑龙江省双鸭山监狱
HJ,014,018,良种场
HJ,014,019,种畜场
HJ,014,020,果树示范场
HJ,015,012,红兴隆管理局局直
HJ,016,011,双鸭山林业局上游经营所
HJ,016,012,双鸭山林业局南瓮泉经营所
HJ,016,018,双鸭山林业局宝石经营所
HJ,016,019,双鸭山林业局七星河金矿
HJ,021,008,开发区
HJ,022,013,桦南林业局
HJ,024,011,鹤立林业局
HJ,024,012,香兰监狱
HJ,025,021,良种场
HJ,026,019,富锦市国营果树示范场
HJ,026,020,富锦市科研所
HJ,026,021,工业园区
HJ,026,022,建三江管理局局直
HJ,026,026,种猪场
HJ,026,027,种畜场
HJ,028,011,七台河经济开发区管理委员会
HJ,036,012,林口林业局
HJ,038,011,大海林林业局
HJ,038,012,海林林业局
HJ,038,013,柴河林业局
HJ,038,015,山市种奶牛场
HJ,039,014,东京城林业局
HJ,040,009,八面通林业局
HJ,040,010,穆棱林业局
HJ,041,007,绥阳林业局
